origin_lat,origin_lng,dest_lat,dest_lng,distance_km,duration_minutes,traffic_factor,time_of_day,day_of_week,route_type,optimal_score
40.7196599200589,-74.03734515758926,40.708827113471266,-74.02239418356652,1.7444494409779046,1.2507311393426084,0.9559701072153918,3,5,highway,1.0
40.695854142128,-74.01299413635128,40.70645884451896,-74.04132801556197,2.6685162165974807,6.025197603433041,1.1289415379898893,11,1,local,0.3138463527467734
40.791860567610065,-73.96233374142695,40.713134400303595,-74.02345876593306,10.152663719091171,16.607481034687872,1.3631464521850063,13,1,arterial,0.44847033269804115
40.73312329653512,-73.9627356175055,40.70340511502505,-73.96012289734712,3.3075336340065777,3.648287075967348,0.9191861871681102,23,3,arterial,0.9863062269049513
40.71312360092705,-73.96105220518044,40.73184759938489,-74.01560322981847,5.056178029037424,3.8668416281880633,1.019700811161039,18,6,highway,1.0
40.72899590133289,-74.00669811142704,40.74399969544524,-73.9649626043109,3.899270794868375,8.976826193990702,1.1510903789760678,16,4,local,0.30188472811464634
40.773805834141264,-74.04509014557739,40.71770122559219,-74.02393754359382,6.481432729560704,7.791574300571709,1.0017813737688572,7,5,arterial,0.8303722914823
40.794159753327214,-74.01245354062893,40.72250996885258,-74.00852589727305,7.963563309237935,9.369155412832177,0.9804190922468629,22,6,arterial,0.8669523618880485
40.757208559539315,-73.96337885577466,40.75315485275081,-74.04093391102874,6.564645468293268,7.4777046878455655,0.9492394681939672,4,0,arterial,0.9248412228383804
40.8094889385293,-73.97193227351929,40.71679834461105,-74.04466630889414,11.986102450636583,16.865006599260056,1.876062344560204,19,2,highway,0.4545958319416151
40.786660202567184,-73.97281048475438,40.77102053484497,-73.94621418582133,2.8385012692346776,6.5308189582505225,1.9173319352937308,17,0,arterial,0.22668570916698613
40.71911199655837,-74.04536963895258,40.80092069540888,-74.0456943620948,9.084837837404411,17.418925393138256,0.9586811402081636,22,4,local,0.4352227851719828
40.70517778235691,-73.94871969216308,40.79166182896321,-74.02104349902889,11.381764914240875,26.490727590720294,1.1637354922686494,5,6,local,0.2953598314850728
40.70896023437404,-73.96329810493847,40.71801816942383,-74.02469011334288,5.284149721934485,7.844907694393847,1.2371759739366812,14,0,arterial,0.5444472383021431
40.76255735214247,-73.97923898455194,40.759021211786866,-73.95825208831212,1.8150915951182345,3.834845998117249,1.0563780936541245,0,5,local,0.35844392000086456
40.71399825981301,-74.03917901412267,40.731114071223026,-73.98984414481357,4.581061080639539,3.4804907333940966,1.0130086085960397,7,6,highway,1.0
40.7723484558128,-73.98626114939799,40.73845581423608,-74.04109456880768,5.967136561187381,12.072114678334723,1.0115500587716173,0,5,local,0.39091760740244147
40.72098413029947,-73.98999260585312,40.718159354289774,-74.03122239885658,3.497631792893553,4.187830551664686,0.9977776391856225,21,5,arterial,0.8370496519314777
40.71070476356206,-74.03705631495733,40.770917644041404,-73.9746384671633,8.514976918187886,6.902646926052948,1.080863673873107,5,0,highway,1.0
40.80068618969443,-73.97249256746522,40.78456351732208,-74.00377634121773,3.1901070349763634,5.814363276789847,0.9113116288953809,3,3,local,0.48164401383805233
40.763596873075706,-73.97918617336683,40.70143157762137,-73.98027481943849,6.903990316547899,8.260107989991402,0.9970209993623877,1,2,arterial,0.8383206089605995
40.7123133401715,-74.03871678591605,40.70246487009472,-73.9872696483641,4.483047094356467,6.23476149863271,1.1589515953857603,11,1,arterial,0.6204233846526814
40.814856257302225,-74.0090854252476,40.69144905322669,-74.0225819259832,13.75157774569551,11.047841444349451,1.0711829239916488,7,6,highway,1.0
40.73804589002349,-73.99102057886473,40.76578873498813,-73.99131226966301,3.0809168794492727,2.9739478783765465,0.8044001171138792,2,3,arterial,1.0
40.7584283079251,-74.01561739159752,40.76756685777712,-73.97363517508305,3.68720916223136,3.2228594825265664,1.1654196406101405,16,4,highway,1.0
40.72448509496438,-73.96259489517013,40.7436079917685,-73.97867507544348,2.5208399843449922,5.744754722740711,1.8990874597412586,17,2,arterial,0.23106215631486468
40.77597801586922,-74.00199025054496,40.74643955343171,-73.97276760250996,4.104687397954453,10.430380200527104,1.2705450122371102,10,6,local,0.24778777734239635
40.816847493980795,-73.97926727601262,40.76081939079031,-73.97213154208819,6.2509934099778395,13.360736352262714,1.068689044763373,19,5,local,0.35023317120187863
40.80133642736534,-74.03112505128279,40.79015783284761,-73.98831528845365,3.820222539786591,6.590290003696781,0.8625531543072008,4,3,local,0.5376358943233175
40.68924269378587,-74.0460657741431,40.76656782623742,-74.01007042467471,9.109394210134527,22.13155674178821,2.024609268854752,18,4,arterial,0.20329950089438123
40.71150983328304,-73.97990145515536,40.79808523966602,-73.97278827839453,9.63287381255857,10.651332847340107,0.92143952872556,4,3,arterial,0.9814881846053548
40.701793803372695,-73.99726939409084,40.708466248546706,-74.0142311063815,1.6136024147712749,3.2931249316273705,1.7007106281166156,17,2,arterial,0.2881097147759773
40.74851398666855,-73.94507228200015,40.813844294564916,-73.95018189409089,7.267719775011658,14.685501290113383,1.6838730882055124,18,3,arterial,0.29390030841874293
40.70564749383342,-74.01282165962837,40.80836593941786,-74.02460736105179,11.450136172979343,25.282911291473454,1.8400735523665248,7,2,arterial,0.24612083938077203
40.71198185399991,-73.99138070851039,40.815631594554944,-73.95069285750425,12.01199315257392,15.036768980463131,1.0431774858585858,12,1,arterial,0.7657770438387376
40.79192911238097,-74.02674150468899,40.76047290749041,-73.97188050660172,5.800994259757375,7.484743706683138,1.0752098938461665,6,2,arterial,0.7208289988527935
40.72384498046446,-73.96234237616433,40.75317602960263,-74.03990905645377,7.316791215821745,18.999805644049804,1.2983700835254697,21,4,local,0.23728101481897124
40.712886750902356,-74.01033618470065,40.73215124947446,-74.04518340132522,3.6393035990820954,3.13755948936933,1.149509113102732,16,5,highway,1.0
40.74041054621396,-73.9522239888763,40.74981255975089,-74.04651014763898,8.031418578110488,4.899437231375334,0.8133784725118886,23,3,highway,1.0
40.81400548432469,-73.98479572182137,40.73407661817595,-74.03606826710713,9.875252854695054,11.704052490857043,1.5802535439609882,17,4,highway,0.6407172796112139
40.732827427348546,-73.95745952790766,40.75915845226645,-73.96925132564697,3.088980364538908,2.0975343620272024,0.9053837035705475,19,5,highway,1.0
40.77171942604514,-74.02759130773474,40.80436939826638,-73.9939562427388,4.604975869427827,6.288435714672494,1.1379784051314763,19,5,arterial,0.6435032023349374
40.73067463787279,-73.94450299511062,40.81500406758852,-73.97985890233126,9.828927712980699,6.103094361255203,0.8279091459380082,4,0,highway,1.0
40.73387567724715,-74.00119860348751,40.78534930166609,-73.98037599544777,5.980416536424969,17.57087717037328,1.4690345616692586,15,5,local,0.18535143998826664
40.69678765548605,-73.95468952584571,40.772758681506545,-73.95724268870684,8.439246348190776,8.438876784452248,0.8332968407640444,22,2,arterial,1.0
40.795070269358376,-74.04020122147111,40.71826353187345,-73.97217347454675,10.283431832498424,29.85471567768675,1.4515930169993339,8,3,local,0.18983236163728487
40.72989594187238,-74.00283239885894,40.78856614779575,-73.98548054020372,6.678003002763265,20.52104283588969,1.536465529245672,19,4,local,0.16943937811741103
40.76762416112613,-74.01879315055099,40.71577784707149,-73.99433141843015,6.116971089305969,3.6807308034657136,0.8022992097947677,5,0,highway,1.0
40.74336273812438,-74.00527711449496,40.805737252728264,-73.97385481476879,7.417243885284206,16.670242090441594,1.1237490871451128,11,4,local,0.3167534015833114
40.79564587685884,-73.94510600338772,40.794489621578926,-73.9758406978498,2.5970379891030073,2.2974850354266927,1.1795412286698832,11,2,highway,1.0
40.7027152793793,-74.03054479567352,40.81400804293416,-74.02420592436152,12.370562506519148,8.902850865327279,0.9595738119572791,23,2,highway,1.0
40.740788398004014,-73.9448379220711,40.80223241545992,-73.98325280213886,7.55486572844081,8.507688297291281,0.9384336535661939,23,1,arterial,0.946262449505396
40.78736536883366,-73.98842504773405,40.81195645323977,-74.0271107927397,4.2562360989258385,7.163420433221118,1.4025342788645614,8,3,arterial,0.42363495255618294
40.724992767618026,-74.02604989524697,40.81213632564449,-74.04698087733374,9.837273390574232,38.19728733908585,1.9414570390859165,18,1,local,0.10612175453180023
40.72675893769348,-74.03210342157253,40.72337597280699,-74.04561580826909,1.2018032038454087,1.9280177370944582,1.336892298537579,6,4,arterial,0.4662575862398855
40.802447794592254,-73.9624742120565,40.781869047368886,-74.01974057118345,5.346255913106695,3.7323193930999277,0.930824475735727,16,6,highway,1.0
40.73864942339548,-73.95811444886644,40.750314256661895,-74.03639163070052,6.736941229278659,5.800128973377132,1.1479253023948706,13,2,highway,1.0
40.80553885972213,-74.02024578210614,40.782271574512045,-73.95688800406221,5.938736922616684,6.3679353125346605,0.893559157375065,5,0,arterial,1.0
40.79796261018473,-74.04545320216626,40.804575181640246,-73.96668232454093,6.687705796325519,7.3784247941501215,0.9194015878863508,23,4,arterial,0.9858441302856324
40.76877391897201,-73.9549770109069,40.79797976597191,-74.01521925204194,6.031312764238942,15.816437337241924,2.1853226590819586,18,2,arterial,0.17449685992415453
40.7928143690295,-74.00023275293924,40.759380505036944,-74.00301698057088,3.720248960729481,5.174963659810103,1.159188474220503,2,5,arterial,0.6201698449469478
40.71181065851885,-74.02571265508803,40.69087299650001,-74.04642849187766,2.910540632118812,4.515467604098975,1.2928490427371822,11,2,arterial,0.49856652731208634
40.69075404019405,-74.04696271075647,40.735042567765746,-73.95185367510362,9.422096972940794,7.704748600083869,1.090309106661506,9,6,highway,1.0
40.694198607291014,-74.04416484854318,40.71169847553839,-73.95801591423772,7.535492952915071,12.480437166811832,1.380183668230118,12,0,arterial,0.4374666856100771
40.80166338792359,-73.99199589488127,40.725469459545906,-74.00380383717011,8.519822232399104,9.593592880693617,0.9383600403667253,4,6,arterial,0.9464109215965286
40.69185420376572,-74.02000266262701,40.75565936508891,-74.02002059280764,7.085472224882976,8.32909595502012,0.9795978412666401,9,5,arterial,0.8684065993217747
40.77536349844761,-74.00275687823509,40.759731374658045,-74.01554725709215,2.0444191721896634,3.224823282835461,1.314482260904423,14,3,arterial,0.482291152188848
40.812658312725425,-73.97381560381191,40.81149677778272,-74.02438837045239,4.26896026110625,6.780044619095092,1.3235159938254153,10,1,arterial,0.47572981045643953
40.71557354084858,-74.00834456400544,40.81529516055285,-73.96650982895916,11.623707742386898,13.03980946132351,0.9348572869576338,6,6,arterial,0.9535162939038466
40.80803705148818,-74.04081375332751,40.7444601178603,-73.97574580156713,8.945338591030652,15.819039126814713,1.4736762025863217,18,3,arterial,0.3837201566226407
40.74043613478529,-73.96081257338889,40.713408613778206,-73.9781658463548,3.3402786474153583,2.8833616400544746,1.1509465504364684,15,5,highway,1.0
40.802829417170386,-74.0081534243491,40.752565527392626,-74.01852129613653,5.649986891428114,6.91039351828313,1.0192344470697274,23,5,arterial,0.8021776686931585
40.752256691652796,-73.95175862778737,40.70273248920504,-73.96862749649857,5.681236264526336,6.082843668179263,1.427586857262169,13,5,highway,0.7850817836883797
40.805216904136735,-74.03984865152997,40.79562707187088,-74.01172009921817,2.6016710687239835,5.923202096251242,1.1383456900945472,8,5,local,0.3086822492539471
40.710633949492966,-74.02262525266222,40.72355994257384,-74.01309062351385,1.6460334796893155,1.9101827426700153,0.9670635329516288,23,2,arterial,0.8910636766248369
40.73249732430264,-74.03308728824875,40.77806225627793,-74.02651165579519,5.090325809940591,4.08003268447513,1.0687024332856336,4,1,highway,1.0
40.801443515588964,-74.02680363752839,40.70555641581444,-74.0182927395017,10.672409181300875,22.47969116211042,1.0531685386228014,6,5,local,0.36063198097876364
40.69773389102967,-73.96841238936346,40.76414882466471,-73.96681075036872,7.376533711009802,13.291047610817566,1.5015010359789187,12,5,arterial,0.36963022919882804
40.7865615203,-74.01607400198172,40.74248230405737,-73.97398495497632,6.048950602610772,7.796969899327547,1.0741491116330046,15,2,arterial,0.7222534196078764
40.77091045774888,-74.01424812632182,40.72380532311833,-74.02810091312807,5.36021625824373,13.527938300603102,1.2618836301425196,13,4,local,0.2512010083455646
40.773217513505266,-74.02383971470198,40.69104657767566,-73.96863655382654,10.247507192333137,15.446903528334602,2.009842099600768,17,0,highway,0.3960920307282878
40.71222931172114,-73.97477707060433,40.7476440837386,-73.97865322665075,3.946372506775022,5.3527134338920845,1.130302453857455,13,5,arterial,0.6522730168665799
40.76408169926918,-73.98642247328131,40.73477232645661,-74.0425087041999,5.747124686308616,7.494256835150961,1.738668115322558,7,4,highway,0.5292813642326885
40.710705855839684,-74.03262752405965,40.81414306085194,-73.96916136703256,12.67517622028317,24.681530826952688,1.6226947853301252,7,3,arterial,0.31647912771572745
40.81654363791773,-73.97902228235445,40.71478318054603,-74.04323749850695,12.533804999801264,16.074853989762286,1.0687665603819143,22,6,arterial,0.7295466032174195
40.72497776930397,-74.02521979370644,40.71267637093516,-73.96227377432315,5.4910519500197035,8.109046724787634,1.230645602851887,21,4,arterial,0.5502407435969479
40.80927609593568,-74.00892901985675,40.78012284360124,-73.99857117327225,3.353407837067057,3.282543624888562,1.3051573342217455,10,4,highway,0.9194293810681069
40.695570485536706,-73.9727591576539,40.70352854119451,-73.9848172678492,1.348905747130955,2.4908302818312786,1.5387968402840175,7,2,arterial,0.3519299130528715
40.73282649911117,-74.00065229347746,40.77626981589452,-73.99158867761912,4.884682108826327,6.041531750481104,1.030693437136953,3,6,arterial,0.7844400027169571
40.726983848984204,-74.03599555864405,40.81009282568052,-73.96657781971832,10.932879826527197,8.687447644553309,1.0594887815345606,2,3,highway,1.0
40.70421298196146,-73.97716071714605,40.811167117402796,-74.03368382319724,12.80032596110096,21.752142918344674,1.4161190754339306,14,5,arterial,0.41554609761991856
40.71828537678304,-73.98423127923407,40.735322403112576,-73.96249763410034,2.636412462390678,3.300382773255271,1.0432051194367205,16,5,arterial,0.7657364748669983
40.69485478471348,-73.97600114455771,40.77243348922386,-74.02389551405382,9.517714025879325,19.988973616060825,1.0500932031425518,2,1,local,0.3627473900551427
40.70149161062918,-74.01495505986436,40.81357781935574,-74.02069503434481,12.456520222754168,12.468348276471689,1.3345993962472134,6,4,highway,0.8982932464153922
40.72443098330801,-73.95440584235173,40.761027656663394,-73.96198578051506,4.11413963696307,6.3127920313190415,1.2786780445746992,10,0,arterial,0.5096785276556791
40.80970722419795,-74.0291112939625,40.76916153697599,-74.02480849059494,4.517214357352736,6.605523006611598,1.2185834166912497,14,3,arterial,0.56118780720113
40.69569992543935,-74.04381506684605,40.76289516280326,-74.00715677720777,8.079045377573616,7.472920796401667,1.2333009569250226,20,2,highway,0.9729985152950407
40.70836363191481,-74.02009031806485,40.73556199486219,-74.00554315620793,3.2608319398611623,2.5010715639673187,1.0226721728663342,15,1,highway,1.0
40.77539117395942,-74.01983422321649,40.699629885109175,-73.94496926780792,10.524786710381822,25.186368163604822,1.1965262981890443,9,6,local,0.2793929830990971
40.72168858217416,-73.95814118086504,40.70240498883302,-74.03483844613545,6.8255568575816925,26.47048034201614,1.939071118616004,7,1,local,0.10638306917587137
40.69497759184663,-73.97176851443737,40.73302531413999,-73.99827660803935,4.782137058852343,5.162363541199144,0.8995914514207537,1,3,arterial,1.0
40.69968607822044,-73.95205143075859,40.731035732362926,-74.03464976850567,7.799319822258139,8.542510513879824,0.91274097277696,6,6,arterial,1.0
40.721875402979784,-74.04656253238282,40.758574443828174,-73.95963566873633,8.397461810765783,21.353371342932732,2.1190303117898783,19,2,arterial,0.18558565997422324
40.719058306980116,-74.02446035749301,40.75995494240307,-73.99360645680275,5.236140460006925,6.434407067320817,1.6384605204198581,18,1,highway,0.5960024157926804
40.74213671705358,-73.95096850776386,40.721412876425966,-74.03540961084235,7.495241236944077,19.080073425649346,1.2728124967882009,10,6,local,0.2469057079205308
40.80067293751992,-74.0170636092033,40.71006987759098,-73.97783807019466,10.592629550318598,12.533079410905541,0.9859905694622493,3,0,arterial,0.8571823729939385
40.795571525348564,-74.03958463331858,40.750426111900936,-73.98255934274444,6.950611749432779,4.650437208740912,0.8920916846627055,3,1,highway,1.0
40.767572470398875,-74.04539977294353,40.704153326673854,-74.03472011988934,7.100162313298569,10.085632112895153,1.1837325763202171,6,2,arterial,0.5947186457806474
40.71517454307191,-74.00779847818454,40.69576768640166,-74.00664882017566,2.1572857537357883,3.0891927648764397,1.19331771398653,12,4,arterial,0.5852030473788477
40.76362309208409,-74.04559594341394,40.81612853433667,-74.04360390718942,5.8331449796217925,7.829925366646794,1.1185968852709807,7,5,arterial,0.6659958800183108
40.696854864574256,-73.97613435764977,40.70717437917107,-74.00477961449648,2.6784260546062164,4.1827471495789625,1.3013697423734154,15,5,arterial,0.49205918633644874
40.731644032696124,-73.9706708013241,40.74215255296407,-74.02760014361573,4.948325973235136,6.645139634073322,1.7905421402486512,7,4,highway,0.49905784802623265
40.792997902887834,-73.98447226630925,40.7271739870372,-74.02137937814943,7.946304044278754,9.12849403655418,1.531696410589204,9,2,highway,0.6819846400638221
40.71989612371523,-73.96929120834113,40.786784711973134,-74.015483584817,8.389915154420807,14.479434428881099,0.8629070832290603,23,3,local,0.5371949525982628
40.77365075331023,-73.98136933963477,40.692483162203125,-73.96618749714662,9.104338387381887,22.46418363740618,1.233707639236054,15,6,local,0.2628061254339575
40.729269023333316,-73.96469153163159,40.79980607711866,-74.0336619866074,9.760627608166075,9.319406065198827,1.2730610420176796,15,4,highway,0.9426099459442377
40.76778189524679,-74.01613658662276,40.73107224826261,-74.0405460150011,4.568152132408893,4.291380554893672,1.2525503910573506,14,1,highway,0.9580452878921784
40.74193506710829,-73.96311245566982,40.80412526795358,-73.95941875594426,6.913228651207089,6.134858454977421,1.1832114466335475,16,2,highway,1.0
40.80170311420981,-73.97294723691554,40.71896842185617,-73.97473314680192,9.188865371719338,6.014014031190978,0.8726523951042412,3,3,highway,1.0
40.78608670597882,-74.0221196734656,40.75832991534045,-73.94501553418607,7.202363136237266,12.773190926349153,1.4778935150329768,19,1,arterial,0.38153331591444295
40.787996427197726,-73.95096170483599,40.805941554288914,-73.96290490102791,2.233199301871291,1.6075114130124561,0.959765905751123,22,6,highway,1.0
40.73765343190069,-74.00501833580893,40.694311788824834,-74.01948743408497,4.965868621473213,7.067959238899715,1.186089782348907,6,6,arterial,0.5923571359312179
40.7657863724831,-73.96344838742661,40.738264656688656,-74.03418373424428,6.710021990246335,8.001634009760421,1.5899866441355073,9,2,highway,0.6328969898603559
40.79350268154372,-74.01234759934967,40.7035150191185,-73.98874853574144,10.189854747473104,24.373148869443657,1.9932528867734638,7,1,arterial,0.20974612710535182
40.74452220255908,-74.01552570165136,40.782304272935434,-73.96532362120385,5.964171479205395,7.424572495367878,1.037385287749005,2,3,arterial,0.7743522862380071
40.813397620843546,-73.97374153544499,40.81209611249811,-74.00360920679613,2.5241617870317827,4.1946748003851315,1.384840841666011,16,3,arterial,0.4345292614926976
40.79852049802926,-74.03916178522964,40.73492235213537,-73.97734413629283,8.781847619913586,11.235846168964908,1.0661999098654622,14,2,arterial,0.7330632889000369
40.70513538601445,-74.03530927429914,40.78179339468461,-74.0288415302283,8.530300711867486,19.43581574499796,1.8987036527679257,18,2,arterial,0.23115558029919836
40.75023954382765,-73.9667028760093,40.78551967465901,-74.00052799366753,4.848225966200812,6.271568001459512,1.0779833085994521,11,1,arterial,0.7171247001559287
40.76845099445649,-73.95614541589292,40.718906321266104,-74.0059801417135,6.927255529059863,11.200730543469376,1.3474228112997841,16,2,arterial,0.4589981794241195
40.806403622772365,-73.98460535608925,40.75935866832884,-74.02200152861391,6.103929782622418,4.370069873504663,0.9545915563983131,2,1,highway,1.0
40.70605737560542,-74.0157849695584,40.715110471355615,-73.95365469218676,5.345527766228729,12.451564658822914,1.9411186951280048,7,3,arterial,0.22116406783672554
40.70033312327928,-73.99207174631212,40.806458691718255,-74.00766722536893,11.858513812612825,19.924881158809736,0.8401086963198309,23,2,local,0.5667467400585079
40.78452029992233,-74.02422204912938,40.69670600556122,-74.01679732148204,9.771824679422163,17.992853454377283,1.5344160417541428,9,0,arterial,0.35394232018303784
40.77871614705088,-74.03926976803422,40.80000401563339,-73.99806593413527,4.20511550582218,6.155718392669135,1.2198869020653245,16,3,arterial,0.559989156272473
40.73917438663125,-73.95587407568209,40.80398106277003,-74.01307584298667,8.666886075180487,23.76049394503416,1.3707630248583456,20,3,local,0.21288018008307913
40.7624113215173,-73.98462267386816,40.81020049282775,-73.96616356357282,5.530964909407955,7.831696774613296,1.1799774697075438,14,1,arterial,0.5985098798418056
40.77978491916803,-74.02845578779676,40.70763114666318,-74.0286731022162,8.012622223042772,19.312745649821373,1.2051451517507965,6,3,local,0.27541099574851907
40.75519187935509,-73.97633423269637,40.796728528008714,-74.01440596985455,5.621929321912035,8.16599359870143,1.2104376053006167,11,1,arterial,0.5687664080620336
40.70448233549692,-74.04075217903744,40.75128780084148,-74.0250766601509,5.3637312300061515,4.224973799734304,1.0502573969649256,12,1,highway,1.0
40.785063851476316,-74.04659375318812,40.77195188189924,-74.02893694857552,2.0837030032339396,5.226980650082154,1.254252799456016,16,2,local,0.2542669029664953
40.72726352358635,-73.95149533568137,40.70520035872109,-73.9802382434139,3.449803232663416,3.8659231820835123,0.933851131343809,1,1,arterial,0.9555720875382236
40.74919631188736,-74.03683398435908,40.77260299126759,-73.95788844232048,7.154890043033181,6.709973313379117,1.2504218835923204,12,3,highway,0.9596761027186568
40.79513453497793,-73.95889113422432,40.7487290743457,-73.96657106626189,5.193931505976002,10.2797606766719,1.649322333323719,9,1,arterial,0.30634279781794643
40.800824835447415,-73.97149109653857,40.75353356642882,-73.98850473273255,5.444532714649353,7.717941590954756,1.1812984381849776,5,5,arterial,0.597172079648331
40.71285752686193,-74.04198885241087,40.76467332089933,-73.96075589398407,8.954839867089971,12.083685873635574,1.124502322485637,15,5,arterial,0.6590191588294639
40.69641786546105,-73.97038210996938,40.798449494040156,-74.01822779609707,12.029499010808154,21.51472575898923,0.8942486191510917,0,0,local,0.5001997092021616
40.810833319925536,-74.02657705172558,40.767996921304366,-74.02476594710934,4.759430606165776,6.950601436778667,1.947180103932113,19,1,highway,0.42199541852315475
40.75917572450804,-74.03890060766346,40.719611472024596,-74.03079634141537,4.446572181455117,3.823028428825703,1.1463597194471231,15,0,highway,1.0
40.729051622161485,-73.9688671583593,40.80940507083898,-73.95034413589738,9.059209105169879,14.674804031319836,1.3498974598626263,16,4,arterial,0.45731683979157123
40.71197191483711,-74.04716964975347,40.79262569231054,-74.03993628753946,8.977337766554973,7.43098820198529,1.1036662011566354,22,5,highway,1.0
40.81711522490693,-73.99869086955604,40.79398168761348,-74.00309462253858,2.5957190263218752,6.427861675938934,1.2381659206480433,10,3,local,0.2609169533422792
40.77450117467217,-74.01229172322111,40.69165233719702,-73.97636864765366,9.687791352853486,20.323833558565056,1.7482341793501073,7,1,arterial,0.2726588134271579
40.80052429032732,-73.97849687814544,40.746734176567145,-73.99730474974953,6.180796040782135,14.10291099420034,1.9014421040518752,17,4,arterial,0.23049024059100665
40.78099295944912,-74.00332510774763,40.728547196013054,-73.94811852122098,7.4601470498722975,7.939066800027977,0.8868309104090066,2,2,arterial,1.0
40.69011058876023,-73.97735800362014,40.79518648261412,-74.03269671925267,12.569870831829306,15.64232398202797,1.0370249749914313,2,1,arterial,0.7748904747772348
40.716884293857206,-73.96351824492247,40.717076054663934,-73.9916917928756,2.3805922148353105,4.496251804215326,0.9443557313587152,22,5,local,0.4485271642779208
40.709384978648714,-73.9481055434392,40.75575812549226,-74.04034043054091,9.339504596856742,18.22995968792128,0.975959672103843,21,6,local,0.4199487050917391
40.80512825420869,-73.97564652569119,40.70160865100677,-74.01946918929337,12.07675524461061,31.52661165906409,1.3052600230982243,15,0,local,0.23478260536145246
40.73981405950663,-73.95994133556906,40.75249898002282,-73.99896370965446,3.5841382928556516,8.272445657750492,1.1540355005609235,22,5,local,0.30034586255233375
40.80184657012718,-74.01778947248748,40.699730179171134,-74.01694626572963,11.340156277760947,9.623574575629936,1.13150405102178,20,1,highway,1.0
40.69364915114012,-74.03470677922463,40.80664678154728,-73.99671952250057,12.951884992523906,15.831209841986633,1.01859110669507,2,3,arterial,0.8031912967408026
40.701429963122116,-74.0450513026674,40.74102556495266,-73.94486594347865,9.538454700414027,10.27522047792408,1.4363221717633952,10,6,highway,0.7755615209123852
40.72736229221771,-74.03383551992005,40.707898718236976,-73.9755763412925,5.37612401466763,12.201905916433784,1.134823702275416,23,5,local,0.3106012471980063
40.70864110100139,-73.96510037152619,40.780008117358264,-74.02815740876099,9.548459074183036,7.296621745785331,1.0188899505979019,6,3,highway,1.0
